"state"	"variable"	"value"
"OHIO"	"1955"	167.195297770877
"OKLAHOMA"	"1955"	131.688888888889
"OREGON"	"1955"	292.525617842074
"PENNSYLVANIA"	"1955"	169.805283846787
"RHODE ISLAND"	"1955"	657.22964763062
"SOUTH CAROLINA"	"1955"	51.9545454545455
"SOUTH DAKOTA"	"1955"	58.3710407239819
"TENNESSEE"	"1955"	172.064421669107
"TEXAS"	"1955"	452.263279445728
"UTAH"	"1955"	100.510855683269
"VERMONT"	"1955"	1836.8
"VIRGINIA"	"1955"	120.122630992196
"WASHINGTON"	"1955"	418.087557603687
"WEST VIRGINIA"	"1955"	203.351063829787
"WISCONSIN"	"1955"	1389.04593639576
"WYOMING"	"1955"	180.781758957655
"ALABAMA"	"1956"	231.748616085965
"ARIZONA"	"1956"	644.349477682811
"ARKANSAS"	"1956"	506.866197183099
"CALIFORNIA"	"1956"	235.207467366732
"COLORADO"	"1956"	873.230769230769
"CONNECTICUT"	"1956"	116.450777202073
"DELAWARE"	"1956"	212.254901960784
"DISTRICT OF COLUMBIA"	"1956"	210.276679841897
"FLORIDA"	"1956"	127.230046948357
"GEORGIA"	"1956"	128.884085382329
"IDAHO"	"1956"	317.515923566879
"ILLINOIS"	"1956"	442.014690451207
"INDIANA"	"1956"	368.214445939883
"IOWA"	"1956"	307.39918608953
"KANSAS"	"1956"	200.755073147711
"KENTUCKY"	"1956"	610.31746031746
"LOUISIANA"	"1956"	69.6569920844327
"MAINE"	"1956"	115.351812366738
"MARYLAND"	"1956"	310.779082177161
"MASSACHUSETTS"	"1956"	72.0098139439787
"MICHIGAN"	"1956"	540.14999330387
"MINNESOTA"	"1956"	40.7407407407407
"MISSISSIPPI"	"1956"	107.766059443912
"MISSOURI"	"1956"	124.909920730243
"MONTANA"	"1956"	1016.61585365854
"NEBRASKA"	"1956"	178.596993557623
"NEVADA"	"1956"	55.2
"NEW HAMPSHIRE"	"1956"	35.3356890459364
"NEW JERSEY"	"1956"	340.338379341051
"NEW MEXICO"	"1956"	495.285359801489
"NEW YORK"	"1956"	308.56504468719
"NORTH CAROLINA"	"1956"	178.811789278255
"NORTH DAKOTA"	"1956"	362.479608482871
"OHIO"	"1956"	477.310741826871
"OKLAHOMA"	"1956"	440.431148262209
"OREGON"	"1956"	135.041224970554
"PENNSYLVANIA"	"1956"	397.958439664601
"RHODE ISLAND"	"1956"	22.3809523809524
"SOUTH CAROLINA"	"1956"	384.746523104531
"SOUTH DAKOTA"	"1956"	86.7164179104478
"TENNESSEE"	"1956"	617.01317715959
"TEXAS"	"1956"	755.209513023783
"UTAH"	"1956"	284.177997527812
"VERMONT"	"1956"	340.848806366048
"VIRGINIA"	"1956"	634.497581945191
"WASHINGTON"	"1956"	481.334332833583
"WEST VIRGINIA"	"1956"	587.129779213786
"WISCONSIN"	"1956"	715.713522180652
"WYOMING"	"1956"	640.705128205128
"ALABAMA"	"1957"	297.973624959794
"ARIZONA"	"1957"	680.8
"ARKANSAS"	"1957"	78.3612233121754
"CALIFORNIA"	"1957"	353.358104318564
"COLORADO"	"1957"	173.497596153846
"CONNECTICUT"	"1957"	406.401017380246
"DELAWARE"	"1957"	77.6995305164319
"DISTRICT OF COLUMBIA"	"1957"	113.761467889908
"FLORIDA"	"1957"	120.35681610247
"GEORGIA"	"1957"	155.602761550717
"IDAHO"	"1957"	486.915887850467
"ILLINOIS"	"1957"	99.6276375672321
"INDIANA"	"1957"	180.326782954295
"IOWA"	"1957"	322.533136966127
"KANSAS"	"1957"	0.610902255639098
"KENTUCKY"	"1957"	557.752732240437
"LOUISIANA"	"1957"	34.6709470304976
"MAINE"	"1957"	478.897136797455
"MARYLAND"	"1957"	79.6728158719109
"MASSACHUSETTS"	"1957"	222.053154798134
"MICHIGAN"	"1957"	234.865900383142
"MINNESOTA"	"1957"	229.321930360415
"MISSISSIPPI"	"1957"	61.4463601532567
"MISSOURI"	"1957"	102.243972308427
"MONTANA"	"1957"	528.635682158921
"NEBRASKA"	"1957"	16.7862266857963
"NEVADA"	"1957"	592.307692307692
"NEW HAMPSHIRE"	"1957"	68.8811188811189
"NEW JERSEY"	"1957"	458.061704723723
"NEW MEXICO"	"1957"	746.635182998819
"NEW YORK"	"1957"	231.397337241969
"NORTH CAROLINA"	"1957"	43.6355311355311
"NORTH DAKOTA"	"1957"	629.248366013072
"OHIO"	"1957"	85.6323060573858
"OKLAHOMA"	"1957"	66.0823838737949
"OREGON"	"1957"	872.897196261682
"PENNSYLVANIA"	"1957"	115.199926967318
"RHODE ISLAND"	"1957"	66.1574618096357
"SOUTH CAROLINA"	"1957"	241.644678979771
"SOUTH DAKOTA"	"1957"	81.5315315315315
"TENNESSEE"	"1957"	455.998835177635
"TEXAS"	"1957"	471.852260198456
"UTAH"	"1957"	1749.8789346247
"VERMONT"	"1957"	761.436170212766
"VIRGINIA"	"1957"	128.616024973985
"WASHINGTON"	"1957"	612.408223201175
"WEST VIRGINIA"	"1957"	184.15626695605
"WISCONSIN"	"1957"	973.041413874967
"WYOMING"	"1957"	69.1082802547771
"ALABAMA"	"1958"	242.301612393298
"ARIZONA"	"1958"	825.23051131601
"ARKANSAS"	"1958"	173.928157589803
"CALIFORNIA"	"1958"	235.712365591398
"COLORADO"	"1958"	566.046790641872
"CONNECTICUT"	"1958"	645.62551103843
"DELAWARE"	"1958"	118.937644341801
"DISTRICT OF COLUMBIA"	"1958"	187.582562747688
"FLORIDA"	"1958"	266.673866090713
"GEORGIA"	"1958"	175.184016824395
"IDAHO"	"1958"	591.950464396285
"ILLINOIS"	"1958"	233.107424640906
"INDIANA"	"1958"	396.530656775038
"IOWA"	"1958"	463.810930576071
"KANSAS"	"1958"	3.31465919701214
"KENTUCKY"	"1958"	619.655521783181
"LOUISIANA"	"1958"	9.03328050713154
"MAINE"	"1958"	462.60593220339
"MARYLAND"	"1958"	210.831656606304
"MASSACHUSETTS"	"1958"	714.950099800399
"MICHIGAN"	"1958"	530.416068866571
"MINNESOTA"	"1958"	37.850890431633
"MISSISSIPPI"	"1958"	67.4976030680729
"MISSOURI"	"1958"	82.4175824175824
"MONTANA"	"1958"	1065.46546546547
"NEBRASKA"	"1958"	108.82140274765
"NEVADA"	"1958"	73.6059479553903
"NEW HAMPSHIRE"	"1958"	367.986230636833
"NEW JERSEY"	"1958"	429.100169779287
"NEW MEXICO"	"1958"	912.189616252822
"NEW YORK"	"1958"	364.176856815854
"NORTH CAROLINA"	"1958"	93.7614259597806
"NORTH DAKOTA"	"1958"	714.521452145215
"OHIO"	"1958"	312.792999270757
"OKLAHOMA"	"1958"	317.865019850022
"OREGON"	"1958"	528.987194412107
"PENNSYLVANIA"	"1958"	307.180321938868
"RHODE ISLAND"	"1958"	496.853146853147
"SOUTH CAROLINA"	"1958"	472.178819444444
"SOUTH DAKOTA"	"1958"	18.4451219512195
"TENNESSEE"	"1958"	793.546528377989
"TEXAS"	"1958"	889.526588845655
"UTAH"	"1958"	458.816568047337
"VERMONT"	"1958"	549.210526315789
"VIRGINIA"	"1958"	550.153295861012
"WASHINGTON"	"1958"	384.204832311576
"WEST VIRGINIA"	"1958"	657.181571815718
"WISCONSIN"	"1958"	1665.36559979183
"WYOMING"	"1958"	433.333333333333
"ALABAMA"	"1959"	108.208489388265
"ARIZONA"	"1959"	719.032513877875
"ARKANSAS"	"1959"	46.4692482915718
"CALIFORNIA"	"1959"	251.832934635029
"COLORADO"	"1959"	411.520467836257
"CONNECTICUT"	"1959"	516.448672215616
"DELAWARE"	"1959"	139.68253968254
"DISTRICT OF COLUMBIA"	"1959"	52.1681997371879
"FLORIDA"	"1959"	74.7088186356073
"GEORGIA"	"1959"	11.5046535677353
"IDAHO"	"1959"	247.184170471842
"ILLINOIS"	"1959"	96.2447426396956
"INDIANA"	"1959"	99.6097983958378
"IOWA"	"1959"	420.227189446684
"KANSAS"	"1959"	NA
"KENTUCKY"	"1959"	221.64054684895
"LOUISIANA"	"1959"	2.11970074812968
"MAINE"	"1959"	270.42842215256
"MARYLAND"	"1959"	76.0926288323549
"MASSACHUSETTS"	"1959"	123.216728551886
"MICHIGAN"	"1959"	147.663190421012
"MINNESOTA"	"1959"	80.0356506238859
"MISSISSIPPI"	"1959"	66.4639850327409
"MISSOURI"	"1959"	84.6641615782057
"MONTANA"	"1959"	625.560538116592
"NEBRASKA"	"1959"	29.3486041517538
"NEVADA"	"1959"	220.071684587814
"NEW HAMPSHIRE"	"1959"	76.510067114094
"NEW JERSEY"	"1959"	502.194513715711
"NEW MEXICO"	"1959"	484.004352557127
"NEW YORK"	"1959"	140.197782439317
"NORTH CAROLINA"	"1959"	73.1269627635711
"NORTH DAKOTA"	"1959"	899.514563106796
"OHIO"	"1959"	124.382173508427
"OKLAHOMA"	"1959"	29.1830493665356
"OREGON"	"1959"	447.594501718213
"PENNSYLVANIA"	"1959"	247.534270963148
"RHODE ISLAND"	"1959"	35.9393232205368
"SOUTH CAROLINA"	"1959"	82.8790459965929
"SOUTH DAKOTA"	"1959"	129.085457271364
"TENNESSEE"	"1959"	275.979557069847
"TEXAS"	"1959"	360.627325890484
"UTAH"	"1959"	670.919540229885
"VERMONT"	"1959"	525.581395348837
"VIRGINIA"	"1959"	349.30397367755
"WASHINGTON"	"1959"	512.477844735909
"WEST VIRGINIA"	"1959"	406.361185983827
"WISCONSIN"	"1959"	384.785402210229
"WYOMING"	"1959"	281.25
"ALABAMA"	"1960"	63.3781307269395
"ARIZONA"	"1960"	325.889477668433
"ARKANSAS"	"1960"	89.21185019564
"CALIFORNIA"	"1960"	140.02520478891
"COLORADO"	"1960"	384.737139626908
"CONNECTICUT"	"1960"	434.630503144654
"DELAWARE"	"1960"	212.917594654788
"DISTRICT OF COLUMBIA"	"1960"	158.169934640523
"FLORIDA"	"1960"	74.400479616307
"GEORGIA"	"1960"	5.48533872598584
"IDAHO"	"1960"	421.907600596125
"ILLINOIS"	"1960"	224.628197501487
"INDIANA"	"1960"	223.085151904151
"IOWA"	"1960"	64.0058055152395
"KANSAS"	"1960"	NA
"KENTUCKY"	"1960"	352.975994738573
"LOUISIANA"	"1960"	7.48466257668712
"MAINE"	"1960"	413.025641025641
"MARYLAND"	"1960"	104.433022807581
"MASSACHUSETTS"	"1960"	420.600775193798
"MICHIGAN"	"1960"	451.608373755425
"MINNESOTA"	"1960"	126.277372262774
"MISSISSIPPI"	"1960"	76.3061411549038
"MISSOURI"	"1960"	17.3601479426722
"MONTANA"	"1960"	313.9911634757
"NEBRASKA"	"1960"	14.8200423429781
"NEVADA"	"1960"	262.886597938144
"NEW HAMPSHIRE"	"1960"	186.371100164204
"NEW JERSEY"	"1960"	175.274455185974
"NEW MEXICO"	"1960"	6.81341719077568
"NEW YORK"	"1960"	277.259769568832
"NORTH CAROLINA"	"1960"	27.0938115022961
"NORTH DAKOTA"	"1960"	390.536277602524
"OHIO"	"1960"	191.134168892542
"OKLAHOMA"	"1960"	51.7123287671233
"OREGON"	"1960"	624.943566591422
"PENNSYLVANIA"	"1960"	59.7316621060994
"RHODE ISLAND"	"1960"	227.836257309941
"SOUTH CAROLINA"	"1960"	53.6789297658863
"SOUTH DAKOTA"	"1960"	17.5695461200586
"TENNESSEE"	"1960"	535.888111888112
"TEXAS"	"1960"	516.188694929343
"UTAH"	"1960"	551.777777777778
"VERMONT"	"1960"	893.316195372751
"VIRGINIA"	"1960"	185.549422980432
"WASHINGTON"	"1960"	456.14711033275
"WEST VIRGINIA"	"1960"	190.393955747437
"WISCONSIN"	"1960"	1090.13124684503
"WYOMING"	"1960"	209.667673716012
"ALABAMA"	"1961"	78.0458383594692
"ARIZONA"	"1961"	559.203980099502
"ARKANSAS"	"1961"	93.2447397563677
"CALIFORNIA"	"1961"	223.39213190277
"COLORADO"	"1961"	210.357917570499
"CONNECTICUT"	"1961"	261.716937354988
"DELAWARE"	"1961"	368.329718004338
"DISTRICT OF COLUMBIA"	"1961"	47.0437017994859
"FLORIDA"	"1961"	127.694068281518
"GEORGIA"	"1961"	10.2864259028643
"IDAHO"	"1961"	281.72514619883
"ILLINOIS"	"1961"	159.012833168806
"INDIANA"	"1961"	124.693446088795
"IOWA"	"1961"	192.525399129173
"KANSAS"	"1961"	NA
"KENTUCKY"	"1961"	368.664047151277
"LOUISIANA"	"1961"	1.24733799817463
"MAINE"	"1961"	279.095477386935
"MARYLAND"	"1961"	130.258186397985
"MASSACHUSETTS"	"1961"	416.459091780034
"MICHIGAN"	"1961"	349.423539845433
"MINNESOTA"	"1961"	20.5763688760807
"MISSISSIPPI"	"1961"	68.9029918404352
"MISSOURI"	"1961"	102.115428834215
"MONTANA"	"1961"	326.149425287356
"NEBRASKA"	"1961"	44.1908713692946
"NEVADA"	"1961"	197.777777777778
"NEW HAMPSHIRE"	"1961"	234.62783171521
"NEW JERSEY"	"1961"	293.551476456504
"NEW MEXICO"	"1961"	2.07253886010363
"NEW YORK"	"1961"	207.297344821523
"NORTH CAROLINA"	"1961"	110.701265279863
"NORTH DAKOTA"	"1961"	439.001560062402
"OHIO"	"1961"	208.737568500101
"OKLAHOMA"	"1961"	25.1260504201681
"OREGON"	"1961"	322.048125349748
"PENNSYLVANIA"	"1961"	226.106039325843
"RHODE ISLAND"	"1961"	766.083916083916
"SOUTH CAROLINA"	"1961"	136.654213366542
"SOUTH DAKOTA"	"1961"	21.7893217893218
"TENNESSEE"	"1961"	403.092214246273
"TEXAS"	"1961"	164.063136456212
"UTAH"	"1961"	179.594017094017
"VERMONT"	"1961"	295.897435897436
"VIRGINIA"	"1961"	285.934065934066
"WASHINGTON"	"1961"	301.353226925746
"WEST VIRGINIA"	"1961"	428.993435448578
"WISCONSIN"	"1961"	932.925916687453
"WYOMING"	"1961"	143.620178041543
"ALABAMA"	"1962"	71.5919349984953
"ARIZONA"	"1962"	431.679129843644
"ARKANSAS"	"1962"	77.6038855909336
"CALIFORNIA"	"1962"	164.831302717901
"COLORADO"	"1962"	473.986308583465
"CONNECTICUT"	"1962"	672.081601813374
"DELAWARE"	"1962"	129.424307036247
"DISTRICT OF COLUMBIA"	"1962"	89.2131979695431
"FLORIDA"	"1962"	76.1084646390619
"GEORGIA"	"1962"	10.2300538423886
"IDAHO"	"1962"	234.104046242775
"ILLINOIS"	"1962"	163.375486381323
"INDIANA"	"1962"	161.76097972973
"IOWA"	"1962"	393.636363636364
"KANSAS"	"1962"	NA
"KENTUCKY"	"1962"	202.305943488146
"LOUISIANA"	"1962"	6.87593423019432
"MAINE"	"1962"	718.008048289738
"MARYLAND"	"1962"	96.6595157830217
"MASSACHUSETTS"	"1962"	511.305339160175
"MICHIGAN"	"1962"	318.958779780663
"MINNESOTA"	"1962"	47.4523199544549
"MISSISSIPPI"	"1962"	119.037004012483
"MISSOURI"	"1962"	31.7190727564838
"MONTANA"	"1962"	1181.37535816619
"NEBRASKA"	"1962"	8.12841530054645
"NEVADA"	"1962"	191.477272727273
"NEW HAMPSHIRE"	"1962"	163.607594936709
"NEW JERSEY"	"1962"	510.163111668758
"NEW MEXICO"	"1962"	NA
"NEW YORK"	"1962"	272.955320501705
"NORTH CAROLINA"	"1962"	19.2691735712768
"NORTH DAKOTA"	"1962"	583.20251177394
"OHIO"	"1962"	118.471145130426
"OKLAHOMA"	"1962"	86.4853728883395
"OREGON"	"1962"	766.171617161716
"PENNSYLVANIA"	"1962"	83.1087626596213
"RHODE ISLAND"	"1962"	378.989667049369
"SOUTH CAROLINA"	"1962"	38.3821708625671
"SOUTH DAKOTA"	"1962"	64.2553191489362
"TENNESSEE"	"1962"	666.321807786551
"TEXAS"	"1962"	665.622202327663
"UTAH"	"1962"	430.584551148225
"VERMONT"	"1962"	518.320610687023
"VIRGINIA"	"1962"	231.1004784689
"WASHINGTON"	"1962"	704.078857919782
"WEST VIRGINIA"	"1962"	551.133222775014
"WISCONSIN"	"1962"	365.349469004692
"WYOMING"	"1962"	142.942942942943
"ALABAMA"	"1963"	34.6932698034544
"ARIZONA"	"1963"	583.694937541091
"ARKANSAS"	"1963"	77.4933333333333
"CALIFORNIA"	"1963"	113.357482454154
"COLORADO"	"1963"	325.309917355372
"CONNECTICUT"	"1963"	214.851485148515
"DELAWARE"	"1963"	248.654244306418
"DISTRICT OF COLUMBIA"	"1963"	27.6942355889724
"FLORIDA"	"1963"	66.7022032693674
"GEORGIA"	"1963"	4.79386385426654
"IDAHO"	"1963"	572.474377745242
"ILLINOIS"	"1963"	98.5099019419342
"INDIANA"	"1963"	122.337987080642
"IOWA"	"1963"	280.050964688751
"KANSAS"	"1963"	NA
"KENTUCKY"	"1963"	284.85142118863
"LOUISIANA"	"1963"	4.23452768729642
"MAINE"	"1963"	48.539778449144
"MARYLAND"	"1963"	60.0708800945068
"MASSACHUSETTS"	"1963"	84.1130239520958
"MICHIGAN"	"1963"	516.654256639365
"MINNESOTA"	"1963"	76.7487963749646
"MISSISSIPPI"	"1963"	29.9019607843137
"MISSOURI"	"1963"	64.0255009107468
"MONTANA"	"1963"	482.361308677098
"NEBRASKA"	"1963"	15.8536585365854
"NEVADA"	"1963"	67.7581863979849
"NEW HAMPSHIRE"	"1963"	6.47149460708783
"NEW JERSEY"	"1963"	160.618588271321
"NEW MEXICO"	"1963"	NA
"NEW YORK"	"1963"	107.66279136361
"NORTH CAROLINA"	"1963"	30.5567271193589
"NORTH DAKOTA"	"1963"	677.950310559006
"OHIO"	"1963"	146.66533146405
"OKLAHOMA"	"1963"	14.1861418614186
"OREGON"	"1963"	258.337830545062
"PENNSYLVANIA"	"1963"	106.109943977591
"RHODE ISLAND"	"1963"	139.611872146119
"SOUTH CAROLINA"	"1963"	95.7723577235772
"SOUTH DAKOTA"	"1963"	12.5706214689266
"TENNESSEE"	"1963"	183.566433566434
"TEXAS"	"1963"	164.356728024412
"UTAH"	"1963"	316.221765913758
"VERMONT"	"1963"	405.793450881612
"VIRGINIA"	"1963"	172.521047708138
"WASHINGTON"	"1963"	166.937394247039
"WEST VIRGINIA"	"1963"	696.269487750557
"WISCONSIN"	"1963"	1413.1079766537
"WYOMING"	"1963"	97.9166666666667
"ALABAMA"	"1964"	534.315169366716
"ARIZONA"	"1964"	406.683804627249
"ARKANSAS"	"1964"	58.4080126515551
"CALIFORNIA"	"1964"	180.948708060162
"COLORADO"	"1964"	166.294416243655
"CONNECTICUT"	"1964"	201.179413867048
"DELAWARE"	"1964"	79.2756539235413
"DISTRICT OF COLUMBIA"	"1964"	43.3583959899749
"FLORIDA"	"1964"	122.05500778412
"GEORGIA"	"1964"	5.09628933771724
"IDAHO"	"1964"	342.352941176471
"ILLINOIS"	"1964"	149.706994328922
"INDIANA"	"1964"	459.781713344316
"IOWA"	"1964"	825.85579024035
"KANSAS"	"1964"	NA
"KENTUCKY"	"1964"	484.627676573985
"LOUISIANA"	"1964"	3.39524085896692
"MAINE"	"1964"	390.030211480363
"MARYLAND"	"1964"	89.9484536082474
"MASSACHUSETTS"	"1964"	142.125550660793
"MICHIGAN"	"1964"	357.188225235129
"MINNESOTA"	"1964"	9.75267003934795
"MISSISSIPPI"	"1964"	261.44578313253
"MISSOURI"	"1964"	24.2683475911751
"MONTANA"	"1964"	623.796033994334
"NEBRASKA"	"1964"	55.6005398110661
"NEVADA"	"1964"	233.802816901408
"NEW HAMPSHIRE"	"1964"	150.980392156863
"NEW JERSEY"	"1964"	176.636636636637
"NEW MEXICO"	"1964"	140.755467196819
"NEW YORK"	"1964"	NA
"NORTH CAROLINA"	"1964"	27.9258642232403
"NORTH DAKOTA"	"1964"	851.771956856703
"OHIO"	"1964"	192.261904761905
"OKLAHOMA"	"1964"	43.2542927228128
"OREGON"	"1964"	456.091101694915
"PENNSYLVANIA"	"1964"	102.404722632173
"RHODE ISLAND"	"1964"	282.71186440678
"SOUTH CAROLINA"	"1964"	162.060606060606
"SOUTH DAKOTA"	"1964"	10.9843081312411
"TENNESSEE"	"1964"	633.359851498276
"TEXAS"	"1964"	386.806231742941
"UTAH"	"1964"	268.711656441718
"VERMONT"	"1964"	598.74686716792
"VIRGINIA"	"1964"	277.736974982786
"WASHINGTON"	"1964"	683.417764268828
"WEST VIRGINIA"	"1964"	526.599888703395
"WISCONSIN"	"1964"	375.63025210084
"WYOMING"	"1964"	84.3657817109144
"ALABAMA"	"1965"	68.138251524833
"ARIZONA"	"1965"	100.568181818182
"ARKANSAS"	"1965"	63.0939809926082
"CALIFORNIA"	"1965"	74.5977939198278
"COLORADO"	"1965"	302.72040302267
"CONNECTICUT"	"1965"	322.786139306965
"DELAWARE"	"1965"	102.366863905325
"DISTRICT OF COLUMBIA"	"1965"	19.6988707653701
"FLORIDA"	"1965"	62.2774605307356
"GEORGIA"	"1965"	15.1200369344414
"IDAHO"	"1965"	454.66472303207
"ILLINOIS"	"1965"	42.6914804077434
"INDIANA"	"1965"	48.0698902885006
"IOWA"	"1965"	339.496717724289
"KANSAS"	"1965"	NA
"KENTUCKY"	"1965"	121.082802547771
"LOUISIANA"	"1965"	3.83295194508009
"MAINE"	"1965"	295.787362086259
"MARYLAND"	"1965"	35.5277777777778
"MASSACHUSETTS"	"1965"	354.507451835696
"MICHIGAN"	"1965"	336.974991025488
"MINNESOTA"	"1965"	26.4476614699332
"MISSISSIPPI"	"1965"	51.2021371326803
"MISSOURI"	"1965"	60.1746138347884
"MONTANA"	"1965"	556.373937677054
"NEBRASKA"	"1965"	31.9510537049626
"NEVADA"	"1965"	50.2252252252252
"NEW HAMPSHIRE"	"1965"	52.9585798816568
"NEW JERSEY"	"1965"	61.1792522535836
"NEW MEXICO"	"1965"	68.1818181818182
"NEW YORK"	"1965"	NA
"NORTH CAROLINA"	"1965"	8.61608060867777
"NORTH DAKOTA"	"1965"	623.26656394453
"OHIO"	"1965"	90.94206450348
"OKLAHOMA"	"1965"	10
"OREGON"	"1965"	181.724315952504
"PENNSYLVANIA"	"1965"	57.1772805507745
"RHODE ISLAND"	"1965"	444.792833146697
"SOUTH CAROLINA"	"1965"	50.6014434643144
"SOUTH DAKOTA"	"1965"	16.7630057803468
"TENNESSEE"	"1965"	238.098999473407
"TEXAS"	"1965"	284.341877047601
"UTAH"	"1965"	444.869215291751
"VERMONT"	"1965"	360.643564356436
"VIRGINIA"	"1965"	93.3348447064158
"WASHINGTON"	"1965"	255.712841253792
"WEST VIRGINIA"	"1965"	832.698768197088
"WISCONSIN"	"1965"	482.206994328923
"WYOMING"	"1965"	226.204819277108
"ALABAMA"	"1966"	52.338337182448
"ARIZONA"	"1966"	342.998760842627
"ARKANSAS"	"1966"	72.6171669299631
"CALIFORNIA"	"1966"	81.127372998197
"COLORADO"	"1966"	72.2471350274041
"CONNECTICUT"	"1966"	32.8281088529108
"DELAWARE"	"1966"	52.5193798449612
"DISTRICT OF COLUMBIA"	"1966"	51.4538558786346
"FLORIDA"	"1966"	65.5799475753604
"GEORGIA"	"1966"	5.80041105275177
"IDAHO"	"1966"	248.040638606676
"ILLINOIS"	"1966"	107.475083056478
"INDIANA"	"1966"	117.343468693739
"IOWA"	"1966"	198.298334540188
"KANSAS"	"1966"	NA
"KENTUCKY"	"1966"	156.339370829361
"LOUISIANA"	"1966"	3.04225352112676
"MAINE"	"1966"	30.4304304304304
"MARYLAND"	"1966"	59.2692828146143
"MASSACHUSETTS"	"1966"	15.1219512195122
"MICHIGAN"	"1966"	178.336466165414
"MINNESOTA"	"1966"	48.3273431020182
"MISSISSIPPI"	"1966"	57.7728285077951
"MISSOURI"	"1966"	12.8012381162945
"MONTANA"	"1966"	277.227722772277
"NEBRASKA"	"1966"	11.8131868131868
"NEVADA"	"1966"	15.2466367713004
"NEW HAMPSHIRE"	"1966"	11.7474302496329
"NEW JERSEY"	"1966"	32.1850824697124
"NEW MEXICO"	"1966"	126.514399205561
"NEW YORK"	"1966"	NA
"NORTH CAROLINA"	"1966"	16.0947712418301
"NORTH DAKOTA"	"1966"	218.083462132921
"OHIO"	"1966"	64.1045498547919
"OKLAHOMA"	"1966"	25.2648736756316
"OREGON"	"1966"	128.643981716607
"PENNSYLVANIA"	"1966"	48.6625514403292
"RHODE ISLAND"	"1966"	10.4560622914349
"SOUTH CAROLINA"	"1966"	27.4206349206349
"SOUTH DAKOTA"	"1966"	6.00292825768668
"TENNESSEE"	"1966"	341.941391941392
"TEXAS"	"1966"	242.222645825391
"UTAH"	"1966"	68.5827552031715
"VERMONT"	"1966"	83.2929782082324
"VIRGINIA"	"1966"	50.8527827648115
"WASHINGTON"	"1966"	163.78802747792
"WEST VIRGINIA"	"1966"	330.87323943662
"WISCONSIN"	"1966"	754.234908750585
"WYOMING"	"1966"	71.5170278637771
"ALABAMA"	"1967"	38.8953152111047
"ARIZONA"	"1967"	62.089914945322
"ARKANSAS"	"1967"	66.7543398211468
"CALIFORNIA"	"1967"	27.430120984564
"COLORADO"	"1967"	79.6395518753044
"CONNECTICUT"	"1967"	3.61158432708688
"DELAWARE"	"1967"	10.6666666666667
"DISTRICT OF COLUMBIA"	"1967"	3.4134007585335
"FLORIDA"	"1967"	28.9330342838834
"GEORGIA"	"1967"	0.952813067150635
"IDAHO"	"1967"	60.0290697674419
"ILLINOIS"	"1967"	11.9302091897323
"INDIANA"	"1967"	13.4177716208193
"IOWA"	"1967"	29.5739348370927
"KANSAS"	"1967"	4.41511151570323
"KENTUCKY"	"1967"	46.8474148802018
"LOUISIANA"	"1967"	4.44010053057805
"MAINE"	"1967"	21.1155378486056
"MARYLAND"	"1967"	4.84429065743945
"MASSACHUSETTS"	"1967"	7.43653914908831
"MICHIGAN"	"1967"	13.3371958285052
"MINNESOTA"	"1967"	3.74419240229571
"MISSISSIPPI"	"1967"	30.4308797127469
"MISSOURI"	"1967"	7.49063670411985
"MONTANA"	"1967"	48.9300998573466
"NEBRASKA"	"1967"	36.5133836650652
"NEVADA"	"1967"	59.9109131403118
"NEW HAMPSHIRE"	"1967"	3.44332855093257
"NEW JERSEY"	"1967"	8.83371824480369
"NEW MEXICO"	"1967"	61.2
"NEW YORK"	"1967"	NA
"NORTH CAROLINA"	"1967"	19.0428109854604
"NORTH DAKOTA"	"1967"	143.130990415335
"OHIO"	"1967"	11.7149990397542
"OKLAHOMA"	"1967"	32.342306147047
"OREGON"	"1967"	86.7609903991915
"PENNSYLVANIA"	"1967"	6.78024141768684
"RHODE ISLAND"	"1967"	6.71067106710671
"SOUTH CAROLINA"	"1967"	20.4105803395184
"SOUTH DAKOTA"	"1967"	8.64381520119225
"TENNESSEE"	"1967"	53.58901269759
"TEXAS"	"1967"	125.323143692801
"UTAH"	"1967"	37.7821393523062
"VERMONT"	"1967"	9.9290780141844
"VIRGINIA"	"1967"	52.0408163265306
"WASHINGTON"	"1967"	178.922495274102
"WEST VIRGINIA"	"1967"	84.567552289429
"WISCONSIN"	"1967"	49.5235881942831
"WYOMING"	"1967"	33.2298136645963
"ALABAMA"	"1968"	4.58502611723738
"ARIZONA"	"1968"	14.4470868014269
"ARKANSAS"	"1968"	0.157728706624606
"CALIFORNIA"	"1968"	8.49747344539548
"COLORADO"	"1968"	23.4905660377358
"CONNECTICUT"	"1968"	23.8529014844804
"DELAWARE"	"1968"	4.49438202247191
"DISTRICT OF COLUMBIA"	"1968"	0.77120822622108
"FLORIDA"	"1968"	8.90719726410695
"GEORGIA"	"1968"	0.0892458723784025
"IDAHO"	"1968"	3.02158273381295
"ILLINOIS"	"1968"	13.4879490677581
"INDIANA"	"1968"	15.491851560966
"IOWA"	"1968"	5.92222618622904
"KANSAS"	"1968"	0.947653429602888
"KENTUCKY"	"1968"	4.4131455399061
"LOUISIANA"	"1968"	0.19428254232584
"MAINE"	"1968"	0.704225352112676
"MARYLAND"	"1968"	2.72608125819135
"MASSACHUSETTS"	"1968"	9.82556069775721
"MICHIGAN"	"1968"	4.03633854645814
"MINNESOTA"	"1968"	0.459087226573049
